,station_id,name,capacity,lat,lon,community,no_classic_count,no_docks_count,problem_count,total_count,pct_no_classic,pct_no_docks,pct_problem,bin_no_classic,bin_no_docks,bin_problem
176,1850867138125484782,Woodlawn Ave & 58th St,11,41.789381,-87.596479,HYDE PARK,0,2,2,24,0.0,8.333333333333334,8.333333333333334,0%,1-14%,1-14%
177,1850868044363584392,University Ave & 59th St,15,41.787878,-87.598906,HYDE PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
178,1859027847673133268,Monticello Ave & Lawrence Ave,11,41.968204,-87.719547,ALBANY PARK,3,0,3,24,12.5,0.0,12.5,1-14%,0%,1-14%
179,1859717449875884116,Kedzie Ave & 66th Pl,15,41.772584,-87.703007,CHICAGO LAWN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
180,1859717767703464460,Kedzie Ave & Redfield Dr,15,41.76523,-87.70316,CHICAGO LAWN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
181,1859718111300847802,Artesian Ave & Marquette Rd,15,41.77203,-87.684637,CHICAGO LAWN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
182,1861588043429399408,McCormick Blvd & Devon Ave,11,41.997136,-87.711217,NORTH PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
183,1861589903150238332,California Ave & 71st St,15,41.764748,-87.693121,CHICAGO LAWN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
184,1861593053874186306,Artesian Ave & 71st St,15,41.764345,-87.684417,CHICAGO LAWN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
185,1861594737501366386,Springfield Ave & 71st St,15,41.764484,-87.720028,WEST LAWN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
186,1861613253877461614,St. Louis & 71st St,15,41.764354,-87.710121,CHICAGO LAWN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
187,1861996658372408268,Kostner Ave & Wrightwood Ave,15,41.927957,-87.735952,HERMOSA,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
188,1861997616150114834,Kenosha Ave & Wellington Ave,15,41.934457,-87.733795,HERMOSA,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
189,1862806445904101456,Buckingham Fountain,39,41.876665,-87.620483,LOOP,0,2,2,24,0.0,8.333333333333334,8.333333333333334,0%,1-14%,1-14%
190,1863873159929715228,Damen Ave & 81st St,15,41.746534,-87.673055,AUBURN GRESHAM,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
191,1863873701095594368,Wood St & 84th St,15,41.741192,-87.668106,AUBURN GRESHAM,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
192,1863877673940343638,California Ave & Marquette Rd,15,41.771611,-87.693331,CHICAGO LAWN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
193,1863878044896486356,Kilpatrick Ave & Grand Ave,15,41.912732,-87.743636,AUSTIN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
194,1866476160171649058,Damen Ave/Coulter St,12,41.8492,-87.67564,LOWER WEST SIDE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
195,1866476559603607834,Streeter Dr/Grand Ave,4,41.892401,-87.612388,NEAR NORTH SIDE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
196,1866477298337982542,Leavitt St/North Ave,4,41.910077,-87.682306,WEST TOWN,24,15,24,24,100.0,62.5,100.0,100%,30-99%,100%
197,1866822399451882164,Lincoln Ave & Peterson Ave,15,41.990267,-87.70857,WEST RIDGE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
198,1867227665093179888,Kenneth Ave & Lawrence Ave,15,41.967943,-87.739983,IRVING PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
199,1867616044298100822,Springfield Ave & North Ave,15,41.910158,-87.723831,HUMBOLDT PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
200,1867616662773391950,Karlov Ave & Armitage Ave,15,41.91748,-87.728952,HERMOSA,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
201,1867617341378224632,Karlov Ave & Lawrence Ave,15,41.967947,-87.730409,ALBANY PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
202,1869036027793202092,Lavergne Ave & Fullerton Ave,15,41.924034,-87.751191,BELMONT CRAGIN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
203,1869052846885132442,Kedzie Ave & 73rd St,15,41.760703,-87.702292,CHICAGO LAWN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
204,1869054242749504212,Kilbourn Ave & Roscoe St,15,41.942722,-87.739557,IRVING PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
205,1869786699581020630,Paulina Ave & 87th St,15,41.735629,-87.66552,AUBURN GRESHAM,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
206,1870193411073343610,California Ave & Granville Ave,15,41.994028,-87.699302,WEST RIDGE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
207,1870208802121658482,Rainbow - Beach,15,41.75787144829,-87.54938625,SOUTH SHORE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
208,1871990322214447924,Lamon Ave & Armitage Ave,15,41.91676,-87.749458,BELMONT CRAGIN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
209,1871992980799203880,Mozart St & 79th St,15,41.749702,-87.693917,ASHBURN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
210,1872721263815561908,Damen Ave & 87th St,15,41.736044,-87.672861,AUBURN GRESHAM,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
211,1872721624592814362,Lockwood Ave & Wrightwood Ave,15,41.927766,-87.758544,BELMONT CRAGIN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
212,1872721938125427506,Kedzie Ave & 83rd St,15,41.742523,-87.702279,ASHBURN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
213,1872722290312745226,Pulaski Rd & 84th St,15,41.740407,-87.721907,ASHBURN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
214,1872723419889143870,Columbus Ave & 83rd Pl,15,41.741346,-87.713696,ASHBURN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
215,1879439147302566804,Columbus Ave & 79th St,7,41.749119,-87.704263,ASHBURN,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
216,1ce9b7b2-6ef1-4e3b-abd4-85dedaf0ee65,State St & Chicago Ave,15,41.89661720040753,-87.62857854366302,NEAR NORTH SIDE,2,0,2,24,8.333333333333334,0.0,8.333333333333334,1-14%,0%,1-14%
217,1e7e4cf3-a16b-4cb7-9ead-fdd71e07ea77,Yates Blvd & 93rd St,15,41.72616639024511,-87.5662761926651,CALUMET HEIGHTS,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
218,22afe78c-e8f7-4a80-969e-7ddeafdf49da,Halsted St & 104th St,15,41.70513978893236,-87.6424241065979,ROSELAND,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
219,2a80f8d9-85dc-4c36-ba07-86d775ffd1ee,Baltimore Ave & 87th St,15,41.73733560041666,-87.54851460456847,SOUTH CHICAGO,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
220,2f5957e4-e83a-4d5a-b073-ec9422989315,Commercial Ave & 100th St,15,41.71331739547703,-87.55109757184982,SOUTH DEERING,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
221,34dc92b5-7cb7-4536-856b-46644d31b48c,State St & 123rd St,15,41.67064383687979,-87.62258648872375,WEST PULLMAN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
222,391d5cd8-c87c-42f8-94df-823f94284005,Calumet Park,15,41.71370983035615,-87.53084421157837,EAST SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
223,3d1da4c7-23c9-4731-81f5-91db08f6c97f,Constance Ave & 95th St,15,41.72229074095262,-87.57896840572357,SOUTH DEERING,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
224,430d5876-c44d-446e-ac53-065da9fb9c17,Green St & Randolph St*,12,41.883601657275165,-87.64862671494483,NEAR WEST SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
225,4843d153-c725-4230-a4c7-402da6a62143,Lincoln Ave & Roscoe St*,15,41.9433502470174,-87.67066776752472,LAKE VIEW,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
226,48b2ed2f-18aa-4a9b-b27d-db9f6d0c8c16,Homewood Ave & 115th St,15,41.68459507202618,-87.67070800065994,MORGAN PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
227,4b4b0d88-80e0-4ef9-a8d1-cdd6a16722f9,Oglesby Ave & 100th St,15,41.71339748442245,-87.56584167480469,SOUTH DEERING,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
228,4c57c316-82a8-4b9d-a16c-ae7922a2057a,Wentworth Ave & 104th St,15,41.705307996998194,-87.62921690940857,ROSELAND,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
229,4fcebf8a-b065-4cd1-a167-211a45ada30e,Dauphin Ave & 103rd St,15,41.7072503677818,-87.60766267776489,ROSELAND,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
230,532a6e43-6efc-4c87-81a8-c75dfd8e8fde,Wentworth Ave & Cermak Rd*,16,41.853214418519656,-87.63187229633331,ARMOUR SQUARE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
231,56eccb5b-f4d7-43c5-b554-a6a0a7585e5e,Avenue O & 118th St,15,41.68100145911039,-87.5379312226869,HEGEWISCH,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
232,59019cbc-47d4-4743-afb2-e71e9767df0c,Clyde Ave & 87th St,15,41.73715146431056,-87.57274031639099,AVALON PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
233,61695579-2f75-4090-a071-c76079b5fb5d,Michigan Ave & 71st St,7,41.765286,-87.621748,GREATER GRAND CROSSING,0,21,21,24,0.0,87.5,87.5,0%,30-99%,30-99%
234,625e37ea-24ea-4f13-9a54-6322466ec521,Dauphin Ave & 87th St,15,41.73648,-87.601252,CHATHAM,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
235,62cb5f1d-7dcb-4fe1-849f-d928288d73b9,Ada St & 113th St,15,41.687561623357375,-87.65547573566435,MORGAN PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
236,6849c4e2-cffa-432b-8d83-5c0524594b4f,Marquette Ave & 89th St,15,41.73366879071472,-87.55834221839905,SOUTH CHICAGO,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
237,6997d1fb-9887-4c15-b5db-524d45a2f101,Ashland Ave & 74th St,15,41.75923602425868,-87.66347408294678,WEST ENGLEWOOD,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
238,6fd280b0-74de-4a89-947d-3be40afa079c,Altgeld Gardens,15,41.65666552967373,-87.59880065917969,RIVERDALE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
239,732c9f35-0c82-4128-acc3-2cf447298b1d,Major Taylor Trail & 124th St,15,41.66869635332246,-87.63711333274841,WEST PULLMAN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
240,759171ce-f355-4740-948d-e14bb8f7dc0e,Avenue O & 134th St,15,41.651799,-87.540696,HEGEWISCH,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
241,792ceba0-564f-4a2c-bcb5-90da781ffeef,State St & 95th St,15,41.7218499,-87.6228544,ROSELAND,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
242,7c56e4d5-92ee-4129-9a3a-d2ce89eab31d,Burnham Greenway & 112th St,15,41.69177385116831,-87.53043115139008,EAST SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
243,7dc58bb9-24de-4544-9a12-c3975139370f,Doty Ave & 111th St,15,41.69501044938143,-87.59871482849121,PULLMAN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
244,7e435d2a-617e-4c3f-bed0-a8801c20f265,Stony Island Ave & 90th St,15,41.73139494330236,-87.58574366569519,CALUMET HEIGHTS,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
245,8759a858-d7eb-4382-b38f-2223c3f9e25d,Big Marsh Park,14,41.68587705562333,-87.57382392883301,SOUTH DEERING,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
246,87c01e57-8a00-430d-9eb3-2abe51e535dd,Vernon Ave & 107th St,15,41.70012137923888,-87.61225998401642,ROSELAND,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
247,87d2a090-22cd-471b-b622-fef3923999dd,Loomis St & 89th St,15,41.73237975329554,-87.65806943178177,AUBURN GRESHAM,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
248,8995498f-1209-4b06-9317-01cd695b3b61,Franklin St & Illinois St,11,41.89102331025185,-87.63547986745834,NEAR NORTH SIDE,5,1,6,24,20.833333333333332,4.166666666666667,25.0,15-29%,1-14%,15-29%
249,8a677aec-442b-47b8-aff7-50852e1d26c0,Kedzie Ave & 110th St,11,41.69239474587557,-87.70096063613892,MOUNT GREENWOOD,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
250,8fd03909-317e-4b6c-b8e9-f4c28b4c90b1,Torrence Ave & 126th Pl,15,41.66631200825726,-87.55721569061278,HEGEWISCH,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
251,90011328-f7bd-4b7b-8f95-8204a0b50f27,Wells St & Institute Pl,11,41.89737986072316,-87.63442039489746,NEAR NORTH SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
252,94788869-1849-43f6-99e1-2eacbc3fab03,Morgan St & Lake St*,20,41.88549170626906,-87.65228927135468,NEAR WEST SIDE,7,0,7,24,29.166666666666668,0.0,29.166666666666668,15-29%,0%,15-29%
253,95185a0d-da45-406a-a892-6b37b0d29fa8,Greenwood Ave & 97th St,15,41.71870315475741,-87.59703576564789,PULLMAN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
254,97818a9b-0f86-44df-98e6-1bc16812e3d9,Lakefront Trail & Bryn Mawr Ave,19,41.98404411519213,-87.65228122472763,EDGEWATER,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
255,98fe78dc-4efa-4b39-a47c-0d94abcdb221,Ewing Ave & Burnham Greenway,11,41.71274876109496,-87.53481388092041,EAST SIDE,24,0,24,24,100.0,0.0,100.0,100%,0%,100%
256,9e1fbaaa-e872-4505-ada6-5080e62bef77,Lincoln Park Conservatory,31,41.92393131136619,-87.63582453131676,LINCOLN PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
257,9e5ce0b6-198f-48fa-9363-64ab5ec2b222,Chicago State University,23,41.71896342165455,-87.60829567909241,ROSELAND,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
258,a065d29d-a081-47f4-8d0f-9a572f6085fe,Michigan Ave & 114th St,15,41.68701479467118,-87.62105226516724,ROSELAND,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
259,a21de1a5-f5bc-4b50-8a13-aa28b7dcfa95,Halsted St & 96th St,15,41.71971218361882,-87.6430195569992,WASHINGTON HEIGHTS,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
260,a2aa2a53-3439-459b-9345-c21435e99a72,Elizabeth St & 92nd St,15,41.72679896370119,-87.65429019927979,WASHINGTON HEIGHTS,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
261,a3a37378-a135-11e9-9cda-0a87ae2ba916,Shedd Aquarium,55,41.86722595682,-87.6153553902,NEAR SOUTH SIDE,7,0,7,24,29.166666666666668,0.0,29.166666666666668,15-29%,0%,15-29%
262,a3a378ca-a135-11e9-9cda-0a87ae2ba916,Burnham Harbor,23,41.85741178707404,-87.61379152536392,NEAR SOUTH SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
263,a3a37e26-a135-11e9-9cda-0a87ae2ba916,State St & Harrison St,23,41.874053,-87.627716,LOOP,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
264,a3a38363-a135-11e9-9cda-0a87ae2ba916,Dusable Harbor,39,41.886976,-87.612813,LOOP,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
265,a3a3888b-a135-11e9-9cda-0a87ae2ba916,Field Blvd & South Water St,19,41.88634906269,-87.6175165471,LOOP,2,0,2,24,8.333333333333334,0.0,8.333333333333334,1-14%,0%,1-14%
266,a3a39301-a135-11e9-9cda-0a87ae2ba916,Leavitt St & Archer Ave,15,41.82879201994,-87.6806044594,MCKINLEY PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
267,a3a3983e-a135-11e9-9cda-0a87ae2ba916,Jeffery Blvd & 71st St,11,41.76663823695,-87.5764501141,SOUTH SHORE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
268,a3a39d55-a135-11e9-9cda-0a87ae2ba916,South Shore Dr & 71st St,15,41.7664094567,-87.5656875719,SOUTH SHORE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
269,a3a3a282-a135-11e9-9cda-0a87ae2ba916,Wilton Ave & Diversey Pkwy,35,41.932418,-87.652705,LINCOLN PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
270,a3a3a7b4-a135-11e9-9cda-0a87ae2ba916,Morgan St & 18th St,15,41.858086,-87.651073,LOWER WEST SIDE,0,7,7,24,0.0,29.166666666666668,29.166666666666668,0%,15-29%,15-29%
271,a3a3ace6-a135-11e9-9cda-0a87ae2ba916,Racine Ave & 18th St,15,41.858166,-87.656495,LOWER WEST SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
272,a3a3b202-a135-11e9-9cda-0a87ae2ba916,Paulina Ave & North Ave,15,41.90985465216731,-87.66993016004562,WEST TOWN,0,6,6,24,0.0,25.0,25.0,0%,15-29%,15-29%
273,a3a3b731-a135-11e9-9cda-0a87ae2ba916,Honore St & Division St,23,41.903119,-87.673935,WEST TOWN,0,1,1,24,0.0,4.166666666666667,4.166666666666667,0%,1-14%,1-14%
274,a3a3bc53-a135-11e9-9cda-0a87ae2ba916,Wacker Dr & Washington St,15,41.88314336439022,-87.63724207878113,LOOP,11,0,11,24,45.833333333333336,0.0,45.833333333333336,30-99%,0%,30-99%
275,a3a3c174-a135-11e9-9cda-0a87ae2ba916,Throop St & Taylor St,15,41.868968,-87.659141,NEAR WEST SIDE,6,0,6,24,25.0,0.0,25.0,15-29%,0%,15-29%
276,a3a3c696-a135-11e9-9cda-0a87ae2ba916,Sheffield Ave & Kingsbury St,15,41.910522,-87.653106,NEAR NORTH SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
277,a3a3cbac-a135-11e9-9cda-0a87ae2ba916,Aberdeen St & Jackson Blvd,23,41.87772613,-87.65478743,NEAR WEST SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
278,a3a3d1b8-a135-11e9-9cda-0a87ae2ba916,May St & Taylor St,15,41.8694821,-87.6554864,NEAR WEST SIDE,0,5,5,24,0.0,20.833333333333332,20.833333333333332,0%,15-29%,15-29%
279,a3a3d6f0-a135-11e9-9cda-0a87ae2ba916,Orleans St & Elm St,15,41.902924,-87.637715,NEAR NORTH SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
280,a3a3dc37-a135-11e9-9cda-0a87ae2ba916,Fairbanks Ct & Grand Ave,15,41.89184737210993,-87.62058019638062,NEAR NORTH SIDE,9,0,9,24,37.5,0.0,37.5,30-99%,0%,30-99%
281,a3a3e158-a135-11e9-9cda-0a87ae2ba916,Michigan Ave & Pearson St,23,41.89766,-87.62351,NEAR NORTH SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
282,a3a3e67b-a135-11e9-9cda-0a87ae2ba916,New St & Illinois St,31,41.89084704062381,-87.61861681938171,NEAR NORTH SIDE,1,0,1,24,4.166666666666667,0.0,4.166666666666667,1-14%,0%,1-14%
283,a3a3eb9a-a135-11e9-9cda-0a87ae2ba916,Larrabee St & North Ave,19,41.91021,-87.6435,NEAR NORTH SIDE,0,1,1,24,0.0,4.166666666666667,4.166666666666667,0%,1-14%,1-14%
284,a3a3f0c6-a135-11e9-9cda-0a87ae2ba916,Larrabee St & Menomonee St,15,41.91468,-87.64332,LINCOLN PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
285,a3a3f5e9-a135-11e9-9cda-0a87ae2ba916,Noble St & Milwaukee Ave,15,41.9007,-87.662607,WEST TOWN,5,7,12,24,20.833333333333332,29.166666666666668,50.0,15-29%,15-29%,30-99%
286,a3a3fb5d-a135-11e9-9cda-0a87ae2ba916,Ashland Ave & Augusta Blvd,15,41.899643,-87.6677,WEST TOWN,4,0,4,24,16.666666666666668,0.0,16.666666666666668,15-29%,0%,15-29%
287,a3a40088-a135-11e9-9cda-0a87ae2ba916,Franklin St & Chicago Ave,23,41.896746973093805,-87.63566762208939,NEAR NORTH SIDE,7,0,7,24,29.166666666666668,0.0,29.166666666666668,15-29%,0%,15-29%
288,a3a405a1-a135-11e9-9cda-0a87ae2ba916,Racine Ave & Congress Pkwy,19,41.87464,-87.65703,NEAR WEST SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
289,a3a40ad8-a135-11e9-9cda-0a87ae2ba916,State St & Van Buren St,27,41.877181,-87.627844,LOOP,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
290,a3a41004-a135-11e9-9cda-0a87ae2ba916,Cannon Dr & Fullerton Ave,15,41.9267559875,-87.6344287848,LINCOLN PARK,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
291,a3a41526-a135-11e9-9cda-0a87ae2ba916,Streeter Dr & Grand Ave,43,41.892278,-87.612043,NEAR NORTH SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
292,a3a41af5-a135-11e9-9cda-0a87ae2ba916,Franklin St & Jackson Blvd,39,41.8777079559,-87.6353211408,LOOP,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
293,a3a4203a-a135-11e9-9cda-0a87ae2ba916,Dearborn St & Adams St,19,41.8793563587,-87.6297910363,LOOP,9,1,10,24,37.5,4.166666666666667,41.666666666666664,30-99%,1-14%,30-99%
294,a3a42574-a135-11e9-9cda-0a87ae2ba916,Clark St & Lake St,27,41.88602082773,-87.6308760584,LOOP,9,0,9,24,37.5,0.0,37.5,30-99%,0%,30-99%
295,a3a42a93-a135-11e9-9cda-0a87ae2ba916,Wabash Ave & Adams St,23,41.87947235235,-87.6256886059,LOOP,2,6,8,24,8.333333333333334,25.0,33.333333333333336,1-14%,15-29%,30-99%
296,a3a42fa7-a135-11e9-9cda-0a87ae2ba916,LaSalle St & Adams St,15,41.87934437346,-87.6319852213,LOOP,13,0,13,24,54.166666666666664,0.0,54.166666666666664,30-99%,0%,30-99%
297,a3a434ce-a135-11e9-9cda-0a87ae2ba916,Federal St & Polk St,19,41.87207763285,-87.6295437729,LOOP,5,0,5,24,20.833333333333332,0.0,20.833333333333332,15-29%,0%,15-29%
298,a3a43a25-a135-11e9-9cda-0a87ae2ba916,Wabash Ave & Cermak Rd,11,41.852619,-87.626488,NEAR SOUTH SIDE,7,0,7,24,29.166666666666668,0.0,29.166666666666668,15-29%,0%,15-29%
299,a3a43f48-a135-11e9-9cda-0a87ae2ba916,Michigan Ave & Washington St,43,41.8839840647265,-87.6246839761734,LOOP,2,0,2,24,8.333333333333334,0.0,8.333333333333334,1-14%,0%,1-14%
300,a3a44476-a135-11e9-9cda-0a87ae2ba916,State St & Randolph St,23,41.88462107257936,-87.62783423066139,LOOP,9,0,9,24,37.5,0.0,37.5,30-99%,0%,30-99%
301,a3a4499f-a135-11e9-9cda-0a87ae2ba916,Michigan Ave & Ida B Wells Dr,15,41.876243,-87.624426,LOOP,2,0,2,24,8.333333333333334,0.0,8.333333333333334,1-14%,0%,1-14%
302,a3a44ec7-a135-11e9-9cda-0a87ae2ba916,Wells St & Walton St,19,41.89993001,-87.63443007,NEAR NORTH SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
303,a3a453fa-a135-11e9-9cda-0a87ae2ba916,State St & Kinzie St,31,41.88937546663168,-87.62707650661469,NEAR NORTH SIDE,5,0,5,24,20.833333333333332,0.0,20.833333333333332,15-29%,0%,15-29%
304,a3a4591a-a135-11e9-9cda-0a87ae2ba916,Larrabee St & Kingsbury St,43,41.897764,-87.642884,NEAR NORTH SIDE,1,0,1,24,4.166666666666667,0.0,4.166666666666667,1-14%,0%,1-14%
305,a3a45e3b-a135-11e9-9cda-0a87ae2ba916,Dearborn St & Monroe St,39,41.881319815,-87.6295209193,LOOP,10,0,10,24,41.666666666666664,0.0,41.666666666666664,30-99%,0%,30-99%
306,a3a46361-a135-11e9-9cda-0a87ae2ba916,Clark St & Ida B Wells Dr,35,41.8759326655,-87.6305845355,LOOP,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
307,a3a46896-a135-11e9-9cda-0a87ae2ba916,Clark St & Randolph St,43,41.884576228,-87.63188991,LOOP,12,0,12,24,50.0,0.0,50.0,30-99%,0%,30-99%
308,a3a46e71-a135-11e9-9cda-0a87ae2ba916,Michigan Ave & Lake St,35,41.886022,-87.624398,LOOP,8,0,8,24,33.333333333333336,0.0,33.333333333333336,30-99%,0%,30-99%
309,a3a4739d-a135-11e9-9cda-0a87ae2ba916,Wells St & Huron St,27,41.894722,-87.634362,NEAR NORTH SIDE,7,0,7,24,29.166666666666668,0.0,29.166666666666668,15-29%,0%,15-29%
310,a3a478c9-a135-11e9-9cda-0a87ae2ba916,Ogden Ave & Chicago Ave,19,41.896362458,-87.6540612729,WEST TOWN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
311,a3a47dde-a135-11e9-9cda-0a87ae2ba916,Halsted St & Roosevelt Rd,23,41.867324,-87.648625,NEAR WEST SIDE,8,0,8,24,33.333333333333336,0.0,33.333333333333336,30-99%,0%,30-99%
312,a3a482fb-a135-11e9-9cda-0a87ae2ba916,Desplaines St & Kinzie St,27,41.888716036,-87.6444478533,WEST TOWN,0,2,2,24,0.0,8.333333333333334,8.333333333333334,0%,1-14%,1-14%
313,a3a4881d-a135-11e9-9cda-0a87ae2ba916,Clinton St & Roosevelt Rd,15,41.8671177825,-87.6410879593,NEAR WEST SIDE,0,1,1,24,0.0,4.166666666666667,4.166666666666667,0%,1-14%,1-14%
314,a3a48d5c-a135-11e9-9cda-0a87ae2ba916,Elston Ave & Cortland St,23,41.91643342912655,-87.66674637794495,LOGAN SQUARE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
315,a3a49288-a135-11e9-9cda-0a87ae2ba916,Wabash Ave & Roosevelt Rd,23,41.867227,-87.625961,NEAR SOUTH SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
316,a3a497b6-a135-11e9-9cda-0a87ae2ba916,Dayton St & North Ave,19,41.9105780349,-87.6494219288,NEAR NORTH SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
317,a3a49cd7-a135-11e9-9cda-0a87ae2ba916,Wood St & Milwaukee Ave,19,41.907655,-87.672552,WEST TOWN,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
318,a3a4a202-a135-11e9-9cda-0a87ae2ba916,McCormick Place,27,41.8513751729,-87.6188346489,NEAR SOUTH SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
319,a3a4a71e-a135-11e9-9cda-0a87ae2ba916,Clinton St & Lake St,23,41.885637,-87.641823,NEAR WEST SIDE,6,0,6,24,25.0,0.0,25.0,15-29%,0%,15-29%
320,a3a4ac3f-a135-11e9-9cda-0a87ae2ba916,Sheffield Ave & Fullerton Ave,27,41.9256018819,-87.6537080423,LINCOLN PARK,0,1,1,24,0.0,4.166666666666667,4.166666666666667,0%,1-14%,1-14%
321,a3a4b164-a135-11e9-9cda-0a87ae2ba916,Clinton St & Tilden St,23,41.875885,-87.640795,NEAR WEST SIDE,0,0,0,24,0.0,0.0,0.0,0%,0%,0%
