num_bikes_disabled,num_scooters_available,num_docks_available,num_docks_disabled,is_installed,is_renting,num_bikes_available,num_scooters_unavailable,num_ebikes_available,station_id,is_returning,timestamp,n_classic,n_electric,n_scooters,is_no_classic,is_no_docks,is_problem_station,name,lat,lon,capacity,is_public_rack
1,0.0,3,0,1,1,11,0.0,3,a3b47cbc-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,8,3,0,False,False,False,Damen Ave & Walnut (Lake) St,41.885951,-87.677009,15,False
1,0.0,3,0,1,1,11,0.0,3,a3b47cbc-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,8,3,0,False,False,False,Damen Ave & Walnut (Lake) St,41.885951,-87.677009,15,False
1,0.0,3,0,1,1,11,0.0,3,a3b47cbc-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,8,3,0,False,False,False,Damen Ave & Walnut (Lake) St,41.885951,-87.677009,15,False
0,0.0,2,0,1,1,9,0.0,1,a3a528d0-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,8,1,0,False,False,False,Stony Island Ave & 64th St,41.778881,-87.586647,11,False
0,0.0,2,0,1,1,9,0.0,1,a3a528d0-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,8,1,0,False,False,False,Stony Island Ave & 64th St,41.778881,-87.586647,11,False
0,0.0,2,0,1,1,9,0.0,1,a3a528d0-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,8,1,0,False,False,False,Stony Island Ave & 64th St,41.778881,-87.586647,11,False
0,0.0,2,0,1,1,9,0.0,1,a3a528d0-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,8,1,0,False,False,False,Stony Island Ave & 64th St,41.778881,-87.586647,11,False
4,0.0,3,0,1,1,8,0.0,1,a3af8123-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,7,1,0,False,False,False,Christiana Ave & Lawrence Ave,41.96835449363,-87.7118306675,15,False
4,0.0,3,0,1,1,8,0.0,1,a3af8123-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,7,1,0,False,False,False,Christiana Ave & Lawrence Ave,41.96835449363,-87.7118306675,15,False
4,0.0,3,0,1,1,8,0.0,1,a3af8123-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,7,1,0,False,False,False,Christiana Ave & Lawrence Ave,41.96835449363,-87.7118306675,15,False
4,0.0,3,0,1,1,8,0.0,1,a3af8123-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,7,1,0,False,False,False,Christiana Ave & Lawrence Ave,41.96835449363,-87.7118306675,15,False
1,0.0,3,0,1,1,7,0.0,0,a3b1fa1c-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,7,0,0,False,False,False,Hoyne Ave & 47th St,41.808227,-87.67718,11,False
1,0.0,3,0,1,1,7,0.0,0,a3b1fa1c-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,7,0,0,False,False,False,Hoyne Ave & 47th St,41.808227,-87.67718,11,False
1,0.0,3,0,1,1,7,0.0,0,a3b1fa1c-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,7,0,0,False,False,False,Hoyne Ave & 47th St,41.808227,-87.67718,11,False
1,0.0,3,0,1,1,7,0.0,0,a3b1fa1c-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,7,0,0,False,False,False,Hoyne Ave & 47th St,41.808227,-87.67718,11,False
0,0.0,2,0,1,1,9,0.0,1,a3b2be3a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,8,1,0,False,False,False,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,11,False
0,0.0,2,0,1,1,9,0.0,1,a3b2be3a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,8,1,0,False,False,False,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,11,False
0,0.0,2,0,1,1,9,0.0,1,a3b2be3a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,8,1,0,False,False,False,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,11,False
0,0.0,2,0,1,1,9,0.0,1,a3b2be3a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,8,1,0,False,False,False,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,11,False
2,0.0,5,0,1,1,11,0.0,5,a3a6c38e-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,6,6,0,False,False,False,Southport Ave & Wellington Ave,41.93577461766458,-87.66360014677048,19,False
2,0.0,5,0,1,1,12,0.0,6,a3a6c38e-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,6,6,0,False,False,False,Southport Ave & Wellington Ave,41.93577461766458,-87.66360014677048,19,False
2,0.0,5,0,1,1,12,0.0,6,a3a6c38e-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,6,6,0,False,False,False,Southport Ave & Wellington Ave,41.93577461766458,-87.66360014677048,19,False
2,0.0,5,0,1,1,12,0.0,6,a3a6c38e-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,6,6,0,False,False,False,Southport Ave & Wellington Ave,41.93577461766458,-87.66360014677048,19,False
0,0.0,12,0,1,1,7,0.0,0,a3aaa68b-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,7,0,0,False,False,False,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,19,False
0,0.0,12,0,1,1,7,0.0,0,a3aaa68b-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,7,0,0,False,False,False,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,19,False
0,0.0,12,0,1,1,7,0.0,0,a3aaa68b-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,7,0,0,False,False,False,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,19,False
0,0.0,12,0,1,1,7,0.0,0,a3aaa68b-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,7,0,0,False,False,False,Sheridan Rd & Lawrence Ave,41.969517,-87.654691,19,False
0,0.0,19,0,1,1,7,0.0,0,a3a79adb-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,7,0,0,False,False,False,Green St & Madison St,41.881859328038225,-87.64926373958588,27,False
0,0.0,19,0,1,1,7,0.0,0,a3a79adb-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,7,0,0,False,False,False,Green St & Madison St,41.881859328038225,-87.64926373958588,27,False
0,0.0,19,0,1,1,7,0.0,0,a3a79adb-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,7,0,0,False,False,False,Green St & Madison St,41.881859328038225,-87.64926373958588,27,False
0,0.0,19,0,1,1,7,0.0,0,a3a79adb-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,7,0,0,False,False,False,Green St & Madison St,41.881859328038225,-87.64926373958588,27,False
0,5.0,1,0,1,1,5,0.0,1,a3ad13e4-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,4,1,5,False,False,False,Shields Ave & 28th Pl,41.842733,-87.635491,11,False
0,6.0,0,0,1,1,5,0.0,1,a3ad13e4-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,4,1,6,False,True,True,Shields Ave & 28th Pl,41.842733,-87.635491,11,False
0,6.0,0,0,1,1,5,0.0,1,a3ad13e4-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,4,1,6,False,True,True,Shields Ave & 28th Pl,41.842733,-87.635491,11,False
0,6.0,0,0,1,1,5,0.0,1,a3ad13e4-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,4,1,6,False,True,True,Shields Ave & 28th Pl,41.842733,-87.635491,11,False
0,4.0,4,0,1,1,7,0.0,2,a3b481e1-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,5,2,4,False,False,False,Wood St & Augusta Blvd,41.899181,-87.6722,15,False
0,4.0,4,0,1,1,7,0.0,2,a3b481e1-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,5,2,4,False,False,False,Wood St & Augusta Blvd,41.899181,-87.6722,15,False
0,4.0,4,0,1,1,7,0.0,2,a3b481e1-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,5,2,4,False,False,False,Wood St & Augusta Blvd,41.899181,-87.6722,15,False
0,4.0,4,0,1,1,7,0.0,2,a3b481e1-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,5,2,4,False,False,False,Wood St & Augusta Blvd,41.899181,-87.6722,15,False
1,0.0,5,0,1,1,9,0.0,1,a3b00b3a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,8,1,0,False,False,False,Richmond St & Diversey Ave,41.93190196886,-87.7011951301,15,False
1,0.0,5,0,1,1,9,0.0,1,a3b00b3a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,8,1,0,False,False,False,Richmond St & Diversey Ave,41.93190196886,-87.7011951301,15,False
1,0.0,5,0,1,1,9,0.0,1,a3b00b3a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,8,1,0,False,False,False,Richmond St & Diversey Ave,41.93190196886,-87.7011951301,15,False
1,0.0,5,0,1,1,9,0.0,1,a3b00b3a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,8,1,0,False,False,False,Richmond St & Diversey Ave,41.93190196886,-87.7011951301,15,False
0,0.0,7,0,1,1,16,0.0,2,a3ac9d43-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,14,2,0,False,False,False,Western Ave & Walton St,41.89841768945,-87.6865960164,23,False
0,0.0,7,0,1,1,16,0.0,2,a3ac9d43-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,14,2,0,False,False,False,Western Ave & Walton St,41.89841768945,-87.6865960164,23,False
0,0.0,7,0,1,1,16,0.0,2,a3ac9d43-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,14,2,0,False,False,False,Western Ave & Walton St,41.89841768945,-87.6865960164,23,False
0,0.0,7,0,1,1,16,0.0,2,a3ac9d43-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,14,2,0,False,False,False,Western Ave & Walton St,41.89841768945,-87.6865960164,23,False
0,0.0,3,0,1,1,4,0.0,4,a3b20960-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,0,4,0,True,False,True,Damen Ave & 51st St,41.800908,-87.674684,7,False
0,0.0,3,0,1,1,4,0.0,4,a3b20960-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,0,4,0,True,False,True,Damen Ave & 51st St,41.800908,-87.674684,7,False
0,0.0,3,0,1,1,4,0.0,4,a3b20960-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,0,4,0,True,False,True,Damen Ave & 51st St,41.800908,-87.674684,7,False
0,0.0,3,0,1,1,4,0.0,4,a3b20960-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,0,4,0,True,False,True,Damen Ave & 51st St,41.800908,-87.674684,7,False
0,0.0,6,0,1,1,13,0.0,3,a3aabad8-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,10,3,0,False,False,False,Sheffield Ave & Webster Ave,41.92154,-87.653818,19,False
0,0.0,6,0,1,1,13,0.0,3,a3aabad8-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,10,3,0,False,False,False,Sheffield Ave & Webster Ave,41.92154,-87.653818,19,False
0,0.0,6,0,1,1,13,0.0,3,a3aabad8-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,10,3,0,False,False,False,Sheffield Ave & Webster Ave,41.92154,-87.653818,19,False
0,0.0,6,0,1,1,13,0.0,3,a3aabad8-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,10,3,0,False,False,False,Sheffield Ave & Webster Ave,41.92154,-87.653818,19,False
1,0.0,1,0,1,1,13,0.0,3,a3a9b1d7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,10,1,0,False,False,False,Ashland Ave & Grand Ave,41.891072,-87.666611,15,False
1,0.0,3,0,1,1,11,0.0,1,a3a9b1d7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,10,1,0,False,False,False,Ashland Ave & Grand Ave,41.891072,-87.666611,15,False
1,0.0,2,0,1,1,12,0.0,1,a3a9b1d7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,11,1,0,False,False,False,Ashland Ave & Grand Ave,41.891072,-87.666611,15,False
1,0.0,2,0,1,1,12,0.0,1,a3a9b1d7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,11,1,0,False,False,False,Ashland Ave & Grand Ave,41.891072,-87.666611,15,False
2,0.0,0,0,1,1,9,0.0,1,a3b2d7d9-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,8,1,0,False,True,True,Western Blvd & 48th Pl,41.805661,-87.683392,11,False
2,0.0,0,0,1,1,9,0.0,1,a3b2d7d9-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,8,1,0,False,True,True,Western Blvd & 48th Pl,41.805661,-87.683392,11,False
3,0.0,0,0,1,1,8,0.0,0,a3b2d7d9-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,8,0,0,False,True,True,Western Blvd & 48th Pl,41.805661,-87.683392,11,False
3,0.0,0,0,1,1,8,0.0,0,a3b2d7d9-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,8,0,0,False,True,True,Western Blvd & 48th Pl,41.805661,-87.683392,11,False
0,2.0,12,0,1,1,9,0.0,0,a3ab86b6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,9,0,2,False,False,False,Wolcott Ave & Polk St,41.871262,-87.673688,23,False
0,2.0,12,0,1,1,9,0.0,0,a3ab86b6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,9,0,2,False,False,False,Wolcott Ave & Polk St,41.871262,-87.673688,23,False
0,1.0,13,0,1,1,9,0.0,0,a3ab86b6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,9,0,1,False,False,False,Wolcott Ave & Polk St,41.871262,-87.673688,23,False
0,1.0,13,0,1,1,9,0.0,0,a3ab86b6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,9,0,1,False,False,False,Wolcott Ave & Polk St,41.871262,-87.673688,23,False
0,0.0,5,0,1,1,10,0.0,0,a3af2737-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,10,0,0,False,False,False,Clark St & Elmdale Ave,41.990860448125574,-87.66972362995148,15,False
0,0.0,5,0,1,1,10,0.0,0,a3af2737-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,10,0,0,False,False,False,Clark St & Elmdale Ave,41.990860448125574,-87.66972362995148,15,False
0,0.0,5,0,1,1,10,0.0,0,a3af2737-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,10,0,0,False,False,False,Clark St & Elmdale Ave,41.990860448125574,-87.66972362995148,15,False
0,0.0,5,0,1,1,10,0.0,0,a3af2737-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,10,0,0,False,False,False,Clark St & Elmdale Ave,41.990860448125574,-87.66972362995148,15,False
2,0.0,3,0,1,1,14,0.0,2,a3af2c5f-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,12,2,0,False,False,False,Broadway & Thorndale Ave,41.98974251144,-87.6601406209,19,False
2,0.0,3,0,1,1,14,0.0,2,a3af2c5f-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,12,2,0,False,False,False,Broadway & Thorndale Ave,41.98974251144,-87.6601406209,19,False
2,0.0,3,0,1,1,14,0.0,2,a3af2c5f-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,12,2,0,False,False,False,Broadway & Thorndale Ave,41.98974251144,-87.6601406209,19,False
2,0.0,3,0,1,1,14,0.0,2,a3af2c5f-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,12,2,0,False,False,False,Broadway & Thorndale Ave,41.98974251144,-87.6601406209,19,False
0,0.0,6,0,1,1,5,0.0,2,a3ad2d57-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,3,2,0,False,False,False,State St & Pershing Rd,41.82301523798,-87.6265680185,11,False
0,0.0,6,0,1,1,5,0.0,2,a3ad2d57-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:46 PM,3,2,0,False,False,False,State St & Pershing Rd,41.82301523798,-87.6265680185,11,False
0,0.0,6,0,1,1,5,0.0,2,a3ad2d57-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,3,2,0,False,False,False,State St & Pershing Rd,41.82301523798,-87.6265680185,11,False
0,0.0,6,0,1,1,5,0.0,2,a3ad2d57-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,3,2,0,False,False,False,State St & Pershing Rd,41.82301523798,-87.6265680185,11,False
2,0.0,26,0,1,1,2,0.0,0,a3a8999a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,2,0,0,False,False,False,Montrose Harbor,41.963982,-87.638181,31,False
2,0.0,26,0,1,1,2,0.0,0,a3a8999a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,2,0,0,False,False,False,Montrose Harbor,41.963982,-87.638181,31,False
2,0.0,26,0,1,1,2,0.0,0,a3a8999a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,2,0,0,False,False,False,Montrose Harbor,41.963982,-87.638181,31,False
2,0.0,26,0,1,1,2,0.0,0,a3a8999a-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,2,0,0,False,False,False,Montrose Harbor,41.963982,-87.638181,31,False
2,0.0,3,0,1,1,6,0.0,5,a3a9c0f6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,1,5,0,False,False,False,Morgan St & 31st St,41.8378,-87.65114,11,False
2,0.0,5,0,1,1,4,0.0,2,a3a9c0f6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,2,2,0,False,False,False,Morgan St & 31st St,41.8378,-87.65114,11,False
2,0.0,5,0,1,1,4,0.0,2,a3a9c0f6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,2,2,0,False,False,False,Morgan St & 31st St,41.8378,-87.65114,11,False
2,0.0,5,0,1,1,4,0.0,2,a3a9c0f6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,2,2,0,False,False,False,Morgan St & 31st St,41.8378,-87.65114,11,False
1,0.0,5,0,1,1,9,0.0,8,1867616662773391950,1,11/16/2023 08:41 PM,1,8,0,False,False,False,Karlov Ave & Armitage Ave,41.91748,-87.728952,15,False
1,0.0,5,0,1,1,9,0.0,8,1867616662773391950,1,11/16/2023 08:48 PM,1,8,0,False,False,False,Karlov Ave & Armitage Ave,41.91748,-87.728952,15,False
1,0.0,5,0,1,1,9,0.0,8,1867616662773391950,1,11/16/2023 08:52 PM,1,8,0,False,False,False,Karlov Ave & Armitage Ave,41.91748,-87.728952,15,False
1,0.0,5,0,1,1,9,0.0,8,1867616662773391950,1,11/16/2023 08:54 PM,1,8,0,False,False,False,Karlov Ave & Armitage Ave,41.91748,-87.728952,15,False
0,0.0,10,0,1,1,9,0.0,1,a3a62566-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,8,1,0,False,False,False,Mies van der Rohe Way & Chestnut St,41.8985866514,-87.6219152258,19,False
0,0.0,10,0,1,1,9,0.0,1,a3a62566-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,8,1,0,False,False,False,Mies van der Rohe Way & Chestnut St,41.8985866514,-87.6219152258,19,False
0,0.0,10,0,1,1,9,0.0,1,a3a62566-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,8,1,0,False,False,False,Mies van der Rohe Way & Chestnut St,41.8985866514,-87.6219152258,19,False
0,0.0,10,0,1,1,9,0.0,1,a3a62566-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,8,1,0,False,False,False,Mies van der Rohe Way & Chestnut St,41.8985866514,-87.6219152258,19,False
1,0.0,3,0,1,1,15,0.0,1,a3a497b6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,14,1,0,False,False,False,Dayton St & North Ave,41.9105780349,-87.6494219288,19,False
1,0.0,3,0,1,1,15,0.0,1,a3a497b6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,14,1,0,False,False,False,Dayton St & North Ave,41.9105780349,-87.6494219288,19,False
1,0.0,3,0,1,1,15,0.0,1,a3a497b6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,14,1,0,False,False,False,Dayton St & North Ave,41.9105780349,-87.6494219288,19,False
1,0.0,3,0,1,1,15,0.0,1,a3a497b6-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,14,1,0,False,False,False,Dayton St & North Ave,41.9105780349,-87.6494219288,19,False
0,0.0,4,0,1,1,11,0.0,5,a3b01a86-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,6,5,0,False,False,False,Campbell Ave & Fullerton Ave,41.92463247165,-87.6893070063,15,False
0,0.0,4,0,1,1,11,0.0,5,a3b01a86-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,6,5,0,False,False,False,Campbell Ave & Fullerton Ave,41.92463247165,-87.6893070063,15,False
0,0.0,4,0,1,1,11,0.0,5,a3b01a86-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,6,5,0,False,False,False,Campbell Ave & Fullerton Ave,41.92463247165,-87.6893070063,15,False
0,0.0,4,0,1,1,11,0.0,5,a3b01a86-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,6,5,0,False,False,False,Campbell Ave & Fullerton Ave,41.92463247165,-87.6893070063,15,False
0,0.0,7,0,1,1,8,0.0,3,a3aa0bb7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,5,3,0,False,False,False,Broadway & Berwyn Ave,41.978116,-87.660134,15,False
0,0.0,7,0,1,1,8,0.0,3,a3aa0bb7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,5,3,0,False,False,False,Broadway & Berwyn Ave,41.978116,-87.660134,15,False
0,0.0,8,0,1,1,7,0.0,3,a3aa0bb7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,4,3,0,False,False,False,Broadway & Berwyn Ave,41.978116,-87.660134,15,False
0,0.0,8,0,1,1,7,0.0,3,a3aa0bb7-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,4,3,0,False,False,False,Broadway & Berwyn Ave,41.978116,-87.660134,15,False
0,0.0,8,0,1,1,7,0.0,2,a3afb401-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,5,2,0,False,False,False,Monticello Ave & Irving Park Rd,41.95400483876,-87.7191281797,15,False
0,0.0,8,0,1,1,7,0.0,2,a3afb401-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,5,2,0,False,False,False,Monticello Ave & Irving Park Rd,41.95400483876,-87.7191281797,15,False
0,0.0,8,0,1,1,7,0.0,2,a3afb401-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,5,2,0,False,False,False,Monticello Ave & Irving Park Rd,41.95400483876,-87.7191281797,15,False
0,0.0,8,0,1,1,7,0.0,2,a3afb401-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,5,2,0,False,False,False,Monticello Ave & Irving Park Rd,41.95400483876,-87.7191281797,15,False
0,0.0,7,1,1,1,3,0.0,0,a3b1c47b-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,3,0,0,False,False,False,Central Ave & Harrison St,41.872993,-87.764499,11,False
0,0.0,7,1,1,1,3,0.0,0,a3b1c47b-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,3,0,0,False,False,False,Central Ave & Harrison St,41.872993,-87.764499,11,False
0,0.0,7,1,1,1,3,0.0,0,a3b1c47b-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,3,0,0,False,False,False,Central Ave & Harrison St,41.872993,-87.764499,11,False
0,0.0,7,1,1,1,3,0.0,0,a3b1c47b-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,3,0,0,False,False,False,Central Ave & Harrison St,41.872993,-87.764499,11,False
1,0.0,10,0,1,1,27,0.0,1,1862806445904101456,1,11/16/2023 08:41 PM,27,1,0,False,False,False,Buckingham Fountain,41.876665,-87.620483,39,False
1,0.0,4,0,1,1,34,0.0,1,1862806445904101456,1,11/16/2023 08:47 PM,33,1,0,False,False,False,Buckingham Fountain,41.876665,-87.620483,39,False
1,0.0,4,0,1,1,34,0.0,1,1862806445904101456,1,11/16/2023 08:53 PM,33,1,0,False,False,False,Buckingham Fountain,41.876665,-87.620483,39,False
1,0.0,4,0,1,1,34,0.0,1,1862806445904101456,1,11/16/2023 08:53 PM,33,1,0,False,False,False,Buckingham Fountain,41.876665,-87.620483,39,False
0,2.0,7,0,1,1,14,0.0,6,a3a99d47-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,8,6,2,False,False,False,Michigan Ave & 18th St,41.857813,-87.62455,23,False
0,2.0,7,0,1,1,14,0.0,6,a3a99d47-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:48 PM,8,6,2,False,False,False,Michigan Ave & 18th St,41.857813,-87.62455,23,False
0,3.0,6,0,1,1,14,0.0,6,a3a99d47-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:53 PM,8,6,3,False,False,False,Michigan Ave & 18th St,41.857813,-87.62455,23,False
0,3.0,5,0,1,1,14,0.0,6,a3a99d47-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,8,6,3,False,False,False,Michigan Ave & 18th St,41.857813,-87.62455,23,False
2,0.0,15,0,1,1,0,0.0,0,a3a565b1-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,0,0,1,True,False,True,Halsted St & Polk St,41.87184,-87.64664,19,False
2,2.0,15,0,1,1,0,0.0,0,a3a565b1-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:47 PM,0,0,2,True,False,True,Halsted St & Polk St,41.87184,-87.64664,19,False
2,2.0,14,0,1,1,0,1.0,0,a3a565b1-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:54 PM,0,0,2,True,False,True,Halsted St & Polk St,41.87184,-87.64664,19,False
2,2.0,15,0,1,1,0,0.0,0,a3a565b1-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:55 PM,0,0,2,True,False,True,Halsted St & Polk St,41.87184,-87.64664,19,False
0,1.0,10,0,1,1,4,0.0,1,a3ac7444-a135-11e9-9cda-0a87ae2ba916,1,11/16/2023 08:41 PM,3,1,1,False,False,False,Halsted St & North Branch St,41.89939028549696,-87.64854490756989,15,False
